title,offer_details,valid_until,product_url,image_url,scraped_at
Mora Classics Frikandellen 5x70g,-20.0% voor 2,2026-02-02,https://www.carrefour.be/nl/classics-frikandellen-5x70g/01490123.html,,2026-02-01 20:54:50
Lotus Madeleine Mini 7 x 1 Stuks 7 x 17 g,-20.0% voor 3,2026-02-09,https://www.carrefour.be/nl/madeleine-mini-7-x-1-stuks-7-x-17-g/05576946.html,,2026-02-01 20:54:52
Rexona Men Cream Deodorant Max Pro Clean Scent 45ml,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/men-cream-deodorant-max-pro-clean-scent-45ml/04892937.html,,2026-02-01 20:54:54
Kidibul Appel-Aardbei 4 x 25 cl,-20.0%,2026-02-02,https://www.carrefour.be/nl/appel-aardbei-4-x-25-cl/06663599.html,,2026-02-01 20:54:56
L'Oréal Paris L’Oréal Paris Casting Crème Gloss 500 - Lichtbruin,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/loreal-paris-casting-creme-gloss-500---lichtbruin/04447939.html,,2026-02-01 20:54:58
Melitta Original Koffiefilters 1x6 Bruin 40 stuks,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/original-koffiefilters-1x6-bruin-40-stuks/05544682.html,,2026-02-01 20:55:00
"Pampers Premium Protection Maat 4, 25 Luiers",-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/premium-protection-maat-4-25-luiers/07177972.html,,2026-02-01 20:55:02
Wasa Delicate Crisp Rosemary & Sea Salt 190 g,,,https://www.carrefour.be/nl/delicate-crisp-rosemary-and-sea-salt-190-g/05197128.html,,2026-02-01 20:55:03
Borotalco Active Sea Salts Fresh 150 ml,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/active-sea-salts-fresh-150-ml/06316588.html,,2026-02-01 20:55:05
Carrefour Classic' Gember Gemalen 32 g,2 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/classic-gember-gemalen-32-g/05981778.html,,2026-02-01 20:55:07
Carrefour Sensation Saus Algerijns 355 g,-25.0% voor 2,2026-02-02,https://www.carrefour.be/nl/sensation-saus-algerijns-355-g/06760727.html,,2026-02-01 20:55:09
Vahiné Vanille Bourbon,2 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/vanille-bourbon/06473863.html,,2026-02-01 20:55:11
Ben's Original Zoetzuur 450 g,-50.0% voor 4,2026-02-02,https://www.carrefour.be/nl/zoetzuur-450-g/05477218.html,,2026-02-01 20:55:13
Carrefour Dentalyss Tandglazuur & Cariës Tandpasta 75 ml,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/dentalyss-tandglazuur-and-caries-tandpasta-75-ml/06298691.html,,2026-02-01 20:55:14
Lotus Biscoff Speculoos met chocolade 7x22 g,-25.0% voor 4,2026-02-09,https://www.carrefour.be/nl/biscoff-speculoos-met-chocolade-7x22-g/01639184.html,,2026-02-01 20:55:17
Jacquet Maxi Jac' Granen en Zaden 550 g,-25.0% voor 2,2026-02-03,https://www.carrefour.be/nl/maxi-jac-granen-en-zaden-550-g/04491980.html,,2026-02-01 20:55:17
Schwarzkopf Gliss Split Hair Miracle Anti-Klitspray 200 ml,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/gliss-split-hair-miracle-anti-klitspray-200-ml/06917692.html,,2026-02-01 20:55:17
Borotalco Pure Marine Breeze Scent 150 ml,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/pure-marine-breeze-scent-150-ml/06713506.html,,2026-02-01 20:55:28
Ricola Tisane Goede Nacht 200 g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/tisane-goede-nacht-200-g/00809313.html,https://cdn.carrefour.eu/420_00809313_T1.webp,2026-02-01 20:55:31
Nivea Anti-Transpirant Pearl & Beauty 48h Protection 50 ml,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/anti-transpirant-pearl-and-beauty-48h-protection-50-ml/06653185.html,https://cdn.carrefour.eu/420_06653185_T1.webp,2026-02-01 20:55:33
Spanje Castillo Del Picacho Rood 75cl,2 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/castillo-del-picacho-rood-75cl/07156068.html,https://cdn.carrefour.eu/420_07156068_M1_20241016.webp,2026-02-01 20:55:35
Captain Iglo Fish Sticks 10 Stuks 300g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/fish-sticks-10-stuks-300g/06343933.html,https://cdn.carrefour.eu/420_06343933_T597.webp,2026-02-01 20:55:36
Carrefour The Market Traiteur World Noedels Kip & Garnalen 1 kg,,,https://www.carrefour.be/nl/the-market-traiteur-world-noedels-kip-and-garnalen-1-kg/07013918.html,https://cdn.carrefour.eu/420_07013918_T1.webp,2026-02-01 20:55:38
"Gillette Satin Care Scheergel, Aloë Vera, 200 ml",-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/satin-care-scheergel-aloe-vera-200-ml/06942976.html,https://cdn.carrefour.eu/420_06942976_T596.webp,2026-02-01 20:55:39
"Gillette King C. baardolie Voor Mannen, 30 ml",-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/king-c.-baardolie-voor-mannen-30-ml/06510812.html,https://cdn.carrefour.eu/420_06510812_T596.webp,2026-02-01 20:55:41
Pure Via Zoetstof Poeder bokaal 80g,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/zoetstof-poeder-bokaal-80g/05175146.html,https://cdn.carrefour.eu/420_05175146_07640110704707_C1N1_MPM.webp,2026-02-01 20:55:43
Dr. Oetker Ristorante Pizza Rucola 325 g,-20.0% voor 3,2026-02-09,https://www.carrefour.be/nl/ristorante-pizza-rucola-325-g/06950831.html,https://cdn.carrefour.eu/420_06950831_T1.webp,2026-02-01 20:55:47
Prince LU Choco Chocolade Koekjes 171g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/lu-choco-chocolade-koekjes-171g/05416100.html,https://cdn.carrefour.eu/420_05416100_T1.webp,2026-02-01 20:55:49
Cristal Pils Bier 5% 6x33cl Blik,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/pils-bier-5-6x33cl-blik/05861478.html,https://cdn.carrefour.eu/420_05861478_T1.webp,2026-02-01 20:55:50
Vintense Ice Bellini alcoholvrije mousserende wijn 75cl,-20% voor 2,2026-02-02,https://www.carrefour.be/nl/ice-bellini-alcoholvrije-mousserende-wijn-75cl/07110767.html,https://cdn.carrefour.eu/420_07110767_Vintense_ICE _750ml_bellini_MPM.webp,2026-02-01 20:55:52
Miracoli Italiano Pastasaus met Tomaten Voordeelpak 675 g,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/italiano-pastasaus-met-tomaten-voordeelpak-675-g/07116292.html,https://cdn.carrefour.eu/420_07116292_T1.webp,2026-02-01 20:55:54
Nesquik Cacaopoeder - Sticks 162g,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/cacaopoeder---sticks-162g/07116688.html,,2026-02-01 20:55:55
Capri-Sun Multivitamin 10 x 200 ml,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/multivitamin-10-x-200-ml/07091102.html,,2026-02-01 20:55:57
Carrefour Broccoli 500 g,2 voor 2.0€,2026-02-03,https://www.carrefour.be/nl/broccoli-500-g/01275171.html,,2026-02-01 20:55:59
Vintense Ice Hugo gearomatiseerde alcoholvrije mousserende wijn 75cl,-20% voor 2,2026-02-02,https://www.carrefour.be/nl/ice-hugo-gearomatiseerde-alcoholvrije-mousserende-wijn-75cl/07110829.html,,2026-02-01 20:56:01
Carrefour Extra Préparé van Chef & Uien 150 g,3 voor 6.0€,2026-12-31,https://www.carrefour.be/nl/extra-prepare-van-chef-and-uien-150-g/05866196.html,,2026-02-01 20:56:02
Dr. Oetker Pizza Ristorante Pasta 410 g,-20.0% voor 3,2026-02-09,https://www.carrefour.be/nl/pizza-ristorante-pasta-410-g/06528619.html,,2026-02-01 20:56:04
Pitch Chocolade Stukjes x6,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/chocolade-stukjes-x6/06821708.html,,2026-02-01 20:56:06
Bref WC Power Activ OCEAN 50GR,-50.0% voor 6,2026-02-09,https://www.carrefour.be/nl/wc-power-activ-ocean-50gr/06809961.html,,2026-02-01 20:56:08
Carrefour The Market Nuts & Fruits Gehakte Walnootpitten Cuisine 150g,-25.0% voor 4,2026-12-31,https://www.carrefour.be/nl/the-market-nuts-and-fruits-gehakte-walnootpitten-cuisine-150g/06085602.html,,2026-02-01 20:56:10
Activia Citroen Yoghurt - Probiotica - 4x125g,2 voor 4.0€,2026-02-09,https://www.carrefour.be/nl/citroen-yoghurt---probiotica---4x125g/06996358.html,,2026-02-01 20:56:11
"Iglo Stoomgroenten Bloemkool, Worteltjes & Sugar Snaps 300 g",2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/stoomgroenten-bloemkool-worteltjes-and-sugar-snaps-300-g/06535017.html,,2026-02-01 20:56:13
Laboratoria Juvamine Vetverbrander Ananassmaak 14 Stuks 39.9 g,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/vetverbrander-ananassmaak-14-stuks-39.9-g/06943832.html,,2026-02-01 20:56:15
Gerlinéa Fit & Protein Bars Dark Chocolate 3 x 27 g,-25.0% voor 2,2026-02-02,https://www.carrefour.be/nl/fit-and-protein-bars-dark-chocolate-3-x-27-g/07133201.html,,2026-02-01 20:56:17
Boursin Verse roomkaas Natuur 150 g,2 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/verse-roomkaas-natuur-150-g/00196323.html,,2026-02-01 20:56:18
Gillette Intieme Anti-Schuurstick Voor De Intieme Zone,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/intieme-anti-schuurstick-voor-de-intieme-zone/07020332.html,,2026-02-01 20:56:20
Captain Iglo Fish Sticks Fish & Chips Wijze 12 Stuks 336g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/fish-sticks-fish-and-chips-wijze-12-stuks-336g/05428359.html,,2026-02-01 20:56:22
Herta Bacon Ontbijt 5 Sneden 100g,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/bacon-ontbijt-5-sneden-100g/06971497.html,,2026-02-01 20:56:23
"Sensodyne Repair & Protect Mini tandpasta, 15 ml",-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/repair-and-protect-mini-tandpasta-15-ml/07154808.html,,2026-02-01 20:56:25
Carrefour Sensation Smoothie Ananas-Mango-Kokos 250 ml,,,https://www.carrefour.be/nl/sensation-smoothie-ananas-mango-kokos-250-ml/06019571.html,,2026-02-01 20:56:27
"Laboratoires Juvamine Afslankcoctail 6voudige werking, 14 sticks",-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/afslankcoctail-6voudige-werking-14-sticks/06881522.html,,2026-02-01 20:56:28
Dr. Oetker Pizza Ristorante Salame 320 g,-20.0% voor 3,2026-02-09,https://www.carrefour.be/nl/pizza-ristorante-salame-320-g/06814429.html,,2026-02-01 20:56:30
Nivea Rose Care Micellair Water met Bio Rozenwater & Olie 400 ml,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/rose-care-micellair-water-met-bio-rozenwater-and-olie-400-ml/06415784.html,,2026-02-01 20:56:32
Garnier Ultra Doux Verzorgingscrème Avocado-olie en Karitéboter 200 ml,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/ultra-doux-verzorgingscreme-avocado-olie-en-kariteboter-200-ml/05825971.html,https://cdn.carrefour.eu/420_05825971_T70_IKB.webp,2026-02-01 20:56:34
Corona Extra Blikken 6 x 330 ml,-10.0€ bij aankoop van 40.0€,2026-02-09,https://www.carrefour.be/nl/extra-blikken-6-x-330-ml/06505267.html,https://cdn.carrefour.eu/420_06505267_M1_20240808.webp,2026-02-01 20:56:35
Dove Cucumber & Green Tea Scent Zinc Complex 150 ml,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/cucumber-and-green-tea-scent-zinc-complex-150-ml/06947524.html,https://cdn.carrefour.eu/420_06947524_T597.webp,2026-02-01 20:56:37
Carrefour Soft Mini's Douchegel Hydraterend Monoï 100 ml,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/soft-minis-douchegel-hydraterend-monoi-100-ml/07121696.html,https://cdn.carrefour.eu/420_07121696_T1.webp,2026-02-01 20:56:39
Vendôme Mademoiselle Classic Alcohol Free 0.0% Bio Organic 75cl,-20% voor 2,2026-02-02,https://www.carrefour.be/nl/classic-alcohol-free-0.0-bio-organic-75cl/06238651.html,https://cdn.carrefour.eu/420_06238651_T1.webp,2026-02-01 20:56:40
Air Wick Luchtverfrisser Spray Pure Zachtheid van Katoen 250 ml,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/luchtverfrisser-spray-pure-zachtheid-van-katoen-250-ml/05669720.html,https://cdn.carrefour.eu/420_05669720_T1.webp,2026-02-01 20:56:42
Carrefour Classic' Zout 120 g,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/classic-zout-120-g/05495613.html,https://cdn.carrefour.eu/420_05495613_T1.webp,2026-02-01 20:56:44
Carrefour Styling Spray Sterke Fixatie 250 ml,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/styling-spray-sterke-fixatie-250-ml/05528359.html,https://cdn.carrefour.eu/420_05528359_T1.webp,2026-02-01 20:56:45
"Oral-B Pro Cross Action Opzetborstels, 8 Stuks",-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/pro-cross-action-opzetborstels-8-stuks/06980480.html,https://cdn.carrefour.eu/420_06980480_T596.webp,2026-02-01 20:56:47
Carrefour Soft Gezichtscrème Hydra Herstellend met Hennepolie 50 ml,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/soft-gezichtscreme-hydra-herstellend-met-hennepolie-50-ml/07090985.html,https://cdn.carrefour.eu/420_07090985_T1.webp,2026-02-01 20:56:49
Gemey Maybelline 220 Natural Beige Foundation,,,https://www.carrefour.be/nl/220-natural-beige-foundation/05862124.html,https://cdn.carrefour.eu/420_05862124_03600531324551_C1N1_MPM.webp,2026-02-01 20:56:50
Barilla Farfalle Generose N.265 500 g,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/farfalle-generose-n.265-500-g/07014061.html,https://cdn.carrefour.eu/420_07014061_T596.webp,2026-02-01 20:56:52
Hansaplast Marvel 20 Strips,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/marvel-20-strips/06365124.html,https://cdn.carrefour.eu/420_06365124_T1.webp,2026-02-01 20:56:54
Lotus Biscoff Crunchy speculoospasta 700g,-25.0% voor 4,2026-02-09,https://www.carrefour.be/nl/crunchy-speculoospasta-700g/05574129.html,https://cdn.carrefour.eu/420_05574129_T517.webp,2026-02-01 20:56:56
Nectar of Beauty Droogshampoo Volume met Bamboe-Extract 150 ml,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/droogshampoo-volume-met-bamboe-extract-150-ml/05829371.html,,2026-02-01 20:56:57
Carrefour Saus Hannibal 300 ml,-25.0% voor 2,2026-02-02,https://www.carrefour.be/nl/saus-hannibal-300-ml/05737892.html,,2026-02-01 20:56:59
Schwarzkopf GLISS SPLIT HAIR MIRACLE SHAMPOO 250ML,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/gliss-split-hair-miracle-shampoo-250ml/06936951.html,,2026-02-01 20:57:01
Danette Dubbele Chocolade & Vanillecrème Dessert 4x125g,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/dubbele-chocolade-and-vanillecreme-dessert-4x125g/01064507.html,,2026-02-01 20:57:03
TEX HOME Hoeslaken 160x200 cm Duurzaam Percal Licht Beige,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/hoeslaken-160x200-cm-duurzaam-percal-licht-beige/06522857.html,,2026-02-01 20:57:04
Carrefour Classic 3 Scheermes,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/classic-3-scheermes/06492538.html,,2026-02-01 20:57:06
Le Petit Olivier Extra Mild Soap Bars Cherry Blossom 2 x 100 g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/extra-mild-soap-bars-cherry-blossom-2-x-100-g/05457938.html,,2026-02-01 20:57:08
Dilea Zero Lactose Mozzarella 200 g,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/zero-lactose-mozzarella-200-g/05730291.html,,2026-02-01 20:57:09
Head & Shoulders Menthol Fresh Anti-Roos Shampoo 625 ml Dagelijks Gebruik. Fris Gevoel,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/menthol-fresh-anti-roos-shampoo-625-ml-dagelijks-gebruik.-fris-gevoel/07241235.html,,2026-02-01 20:57:11
Dr. Oetker Dokter Oetker Ristorante Pepperoni-Salame 320g,-20.0% voor 3,2026-02-09,https://www.carrefour.be/nl/dokter-oetker-ristorante-pepperoni-salame-320g/07152875.html,,2026-02-01 20:57:13
Douwe Egberts Koffie Bonen Decafe 500g,-25.0% voor 4,2026-02-09,https://www.carrefour.be/nl/koffie-bonen-decafe-500g/07119608.html,,2026-02-01 20:57:14
Dr. Oetker Ristorante Piccolissima Salame,-20.0% voor 3,2026-02-09,https://www.carrefour.be/nl/ristorante-piccolissima-salame/07081530.html,,2026-02-01 20:57:16
Carrefour Soft Pleisters Universeel 10 Stuks,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/soft-pleisters-universeel-10-stuks/06944551.html,,2026-02-01 20:57:18
Carrefour Pick & Mix Chorizo 100g,3 voor 6.0€,2026-12-31,https://www.carrefour.be/nl/pick-and-mix-chorizo-100g/07183644.html,,2026-02-01 20:57:19
"Persil COLOR GEL 0,855 L 19 Wasbeurten",-50.0% voor 4,2026-02-02,https://www.carrefour.be/nl/color-gel-0855-l-19-wasbeurten/07079830.html,,2026-02-01 20:57:21
Boursin Salade van Sjalot en Bieslook 120g,2 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/salade-van-sjalot-en-bieslook-120g/07237231.html,,2026-02-01 20:57:23
Magnum Mini Double Hazelnut Stick 6x55ml,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/mini-double-hazelnut-stick-6x55ml/07212251.html,,2026-02-01 20:57:25
"Pampers Harmonie Pants Maat 4, 32 Luierbroekjes",-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/harmonie-pants-maat-4-32-luierbroekjes/07187369.html,,2026-02-01 20:57:26
Axe Showergel Dark Temptation 250ML,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/showergel-dark-temptation-250ml/07199717.html,,2026-02-01 20:57:28
Magnum Mini Double Caramel Chocolat 6 St,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/mini-double-caramel-chocolat-6-st/07021694.html,,2026-02-01 20:57:30
"Gran Palas Brut Alcoholvrij 0,0% Wit",-20% voor 2,2026-02-02,https://www.carrefour.be/nl/brut-alcoholvrij-00-wit/06914110.html,,2026-02-01 20:57:31
"Gran Palas Brut Rosé Alcoholvrij 0,0 %",-20% voor 2,2026-02-02,https://www.carrefour.be/nl/brut-rose-alcoholvrij-00-/06926106.html,,2026-02-01 20:57:33
Axe Body Spray Apollo 150ml,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/body-spray-apollo-150ml/07199429.html,https://cdn.carrefour.eu/420_07199429_08712561218108_H1N1_MPM.webp,2026-02-01 20:57:35
"Pampers Baby-Dry Pants Maat 7, 38 Luierbroekjes",-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/baby-dry-pants-maat-7-38-luierbroekjes/07187148.html,https://cdn.carrefour.eu/420_07187148_T596.webp,2026-02-01 20:57:36
TEX HOME Dekbed 140x200 WASB95,-25.0% voor 2,2026-02-02,https://www.carrefour.be/nl/dekbed-140x200-wasb95/06766524.html,https://cdn.carrefour.eu/420_06766524_main_20221031_01_PM.webp,2026-02-01 20:57:38
L'Oréal Paris L’Oréal Paris Studio Line Essentials Curl Power Recurling Mousse 200ml,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/loreal-paris-studio-line-essentials-curl-power-recurling-mousse-200ml/05391788.html,https://cdn.carrefour.eu/420_05391788_M1_20250113.webp,2026-02-01 20:57:40
Garnier Ultra Doux Kids 2-in-1 Shampoo en Conditioner 300 ml,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/ultra-doux-kids-2-in-1-shampoo-en-conditioner-300-ml/07188605.html,https://cdn.carrefour.eu/420_07188605_03600542644211_C1N1_MPM.webp,2026-02-01 20:57:41
Garnier Ultra Doux Haarmasker Sun-Kissed Chamomile Bloemenhoning 340ml,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/ultra-doux-haarmasker-sun-kissed-chamomile-bloemenhoning-340ml/07189044.html,https://cdn.carrefour.eu/420_07189044_03600542628334_A1N1_MPM.webp,2026-02-01 20:57:43
Carrefour Classic' Snow Flakes 375 g,4 voor 5.0€,2026-12-31,https://www.carrefour.be/nl/classic-snow-flakes-375-g/07262189.html,https://cdn.carrefour.eu/420_07262189_T1.webp,2026-02-01 20:57:45
Garnier Ultra Doux Zuiverende Shampoo Zachte Klei & Cedercitroen 300ml,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/ultra-doux-zuiverende-shampoo-zachte-klei-and-cedercitroen-300ml/07188437.html,https://cdn.carrefour.eu/420_07188437_03600542643191_C1N1_MPM.webp,2026-02-01 20:57:46
Garnier Ultra Doux Conditioner SunKissed Chamomile Bloemenhoning 250ml,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/ultra-doux-conditioner-sunkissed-chamomile-bloemenhoning-250ml/07188738.html,https://cdn.carrefour.eu/420_07188738_03600542643177_C1N1_MPM.webp,2026-02-01 20:57:49
Carrefour Soft Bio Lipstick met Galam 4 g,-25.0% voor 4,2026-02-02,https://www.carrefour.be/nl/soft-bio-lipstick-met-galam-4-g/06657524.html,https://cdn.carrefour.eu/420_06657524_T1.webp,2026-02-01 20:57:49
Always Discreet Verband Voor Urineverlies,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/discreet-verband-voor-urineverlies/07058840.html,https://cdn.carrefour.eu/420_07058840_T596.webp,2026-02-01 20:58:01
Spanje Ramón Bilbao Rioja Rosado Rosé 75cl,2 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/ram%C3%B3n-bilbao-rioja-rosado-rose-75cl/07236335.html,https://cdn.carrefour.eu/420_07236335_T1.webp,2026-02-01 20:58:03
Spanje Ramón Bilbao Verdejo Wit 75cl,2 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/ram%C3%B3n-bilbao-verdejo-wit-75cl/07236333.html,,2026-02-01 20:58:06
Gillette Mach3 Turbo 1 handvat + 2 Navulmesjes Voor Mannen,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/mach3-turbo-1-handvat-2-navulmesjes-voor-mannen/07211473.html,,2026-02-01 20:58:08
Carrefour The Market Partjes Aardappelen Rozemarijn 450 g,Hap uit de prijs,2027-02-28,https://www.carrefour.be/nl/the-market-partjes-aardappelen-rozemarijn-450-g/07242129.html,,2026-02-01 20:58:10
Dr. Oetker Pizza Suprema Cinque Formaggi 424g,-20.0% voor 3,2026-02-09,https://www.carrefour.be/nl/pizza-suprema-cinque-formaggi-424g/07211555.html,,2026-02-01 20:58:11
"Oral-B Pro Floss Action Opzetborstels, 4 Stuks",-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/pro-floss-action-opzetborstels-4-stuks/07205347.html,,2026-02-01 20:58:13
Nivea Creme Aloe Douchegel 250 ml,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/creme-aloe-douchegel-250-ml/07187661.html,,2026-02-01 20:58:16
Gillette Mach3 Base 1 Handvat + 3 Navulmesjes Voor Mannen,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/mach3-base-1-handvat-3-navulmesjes-voor-mannen/07211471.html,,2026-02-01 20:58:19
Nivea Body Milk Smooth 400 ml,-33.34% voor 6,2026-02-09,https://www.carrefour.be/nl/body-milk-smooth-400-ml/07145199.html,,2026-02-01 20:58:21
Dreft Natuurlijke Geur Afwasmiddel Lavendel & Rozemarijn 730ML,,,https://www.carrefour.be/nl/natuurlijke-geur-afwasmiddel-lavendel-and-rozemarijn-730ml/07236310.html,,2026-02-01 20:58:23
Schwarzkopf GLISS CONDITIONER FULL HAIR WONDER 200ML,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/gliss-conditioner-full-hair-wonder-200ml/07192182.html,,2026-02-01 20:58:25
Bref WC POWER ACTIVE PINE 50GRAM,-50.0% voor 6,2026-02-09,https://www.carrefour.be/nl/wc-power-active-pine-50gram/07118053.html,,2026-02-01 20:58:27
"Ariel 4in1 PODS Unstoppables, Wasmiddel Capsules 26",-60.0% voor 5,2026-02-02,https://www.carrefour.be/nl/4in1-pods-unstoppables-wasmiddel-capsules-26/07219175.html,,2026-02-01 20:58:29
Dove Advanced Care Anti-Transpirant Original 50 ml,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/advanced-care-anti-transpirant-original-50-ml/07201880.html,,2026-02-01 20:58:31
No Brand Glazen Vershouddoos 1L,2 + 1 gratis,2026-02-01,https://www.carrefour.be/nl/glazen-vershouddoos-1l/06947421.html,,2026-02-01 20:58:33
Always Ultra Dag Maandverbanden Normal (Maat 1),-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/ultra-dag-maandverbanden-normal-maat-1/07182944.html,,2026-02-01 20:58:35
Always Ultra Maandverbanden Secure Night Extra (maat 5),-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/ultra-maandverbanden-secure-night-extra-maat-5/07182095.html,,2026-02-01 20:58:37
TEX HOME Badlaken 100x150CM Coral,2 + 1 gratis,2026-02-02,https://www.carrefour.be/nl/badlaken-100x150cm-coral/06871067.html,,2026-02-01 20:58:39
Venus Gillette Pro ComfortGlide Sensitive Mesjes x6 Navulmesjes,-50.0% voor 4,2026-02-09,https://www.carrefour.be/nl/gillette-pro-comfortglide-sensitive-mesjes-x6-navulmesjes/07203760.html,,2026-02-01 20:58:41
Listerine Geavanceerd Wit 500 ml Fles,-50.0% voor 2,2026-02-09,https://www.carrefour.be/nl/geavanceerd-wit-500-ml-fles/07261002.html,,2026-02-01 20:58:43
Vicks SPEARMINT 72G,-25.0% voor 2,2026-02-09,https://www.carrefour.be/nl/spearmint-72g/07173209.html,,2026-02-01 20:58:45
Carrefour Classic' Mayonaise met Eieren 815 g,-25.0% voor 2,2026-02-02,https://www.carrefour.be/nl/classic-mayonaise-met-eieren-815-g/07102744.html,,2026-02-01 20:58:47
Bref WC DELUXE LOVELY JASMINE 2X50GRAM,-50.0% voor 6,2026-02-09,https://www.carrefour.be/nl/wc-deluxe-lovely-jasmine-2x50gram/07115205.html,,2026-02-01 20:58:48
Dove Advanced Care Invisible Care 150ml,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/advanced-care-invisible-care-150ml/07206538.html,,2026-02-01 20:58:50
TEX HOME Hoofdkussen Ecolo Vast 60x60cm,-25.0% voor 2,2026-02-02,https://www.carrefour.be/nl/hoofdkussen-ecolo-vast-60x60cm/06846198.html,,2026-02-01 20:58:52
Le Petit Olivier Extra Zachte Zeepjes Citroenkruid 2 x 100,2 + 1 gratis,2026-02-09,https://www.carrefour.be/nl/extra-zachte-zeepjes-citroenkruid-2-x-100/05119630.html,https://cdn.carrefour.eu/420_05119630_ZST_003_10000000000125761.webp,2026-02-01 20:58:54
Tampax Pearl Compak Super Tampons Met Inbrenghuls x36,-40.0% voor 5,2026-02-09,https://www.carrefour.be/nl/pearl-compak-super-tampons-met-inbrenghuls-x36/07187137.html,https://cdn.carrefour.eu/420_07187137_T596.webp,2026-02-01 20:58:56
